nombre,tipo,precio,barrio,lat,long
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
MADRID,evento,bajo,No encontrado,,
BARCELONA,evento,bajo,No encontrado,,
BARCELONA,evento,bajo,No encontrado,,
LOGROÑO (LA RIOJA),evento,bajo,No encontrado,,
Feliz Año Neox presenta El Club de la Comedia,evento,bajo,No encontrado,40.1080956,-3.3909903
Eugenio solo hay uno,evento,bajo,Palacio,40.4232626,-3.7103414
Morreo - Alegría Club!,evento,bajo,Sol,40.4189626,-3.7015174
Faemino y Cansado - 17 veces - Madrid,evento,bajo,Sol,40.42038,-3.7064736
Faemino y Cansado - 17 veces - Madrid,evento,bajo,Sol,40.42038,-3.7064736
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,bajo,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
Flipar - Jorge Blass,evento,medio,Cortes,40.4165111,-3.6997485
MIGUEL POVEDA,evento,medio,Goya,40.423930600000006,-3.6742277376233554
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Es mi palabra contra la mía,evento,bajo,Cortes,40.4165111,-3.6997485
Diego el Cigala - Obras Maestras,evento,medio,No encontrado,,
Diego el Cigala - Obras Maestras,evento,medio,No encontrado,,
Sexy Zebras,evento,bajo,No encontrado,,
Symphonic Rhapsody of Queen,evento,medio,No encontrado,,
"Biografía - Rafa Sánchez, de la unión",evento,medio,Palacio,40.421301,-3.7072389
MADRID,evento,medio,No encontrado,,
SALAMANCA,evento,medio,No encontrado,,
LA NUCÍA (ALICANTE),evento,medio,No encontrado,,
Txarly Usher y Los Ejemplares + Kinki Boys,evento,bajo,San Isidro,40.3909513,-3.7314889
Rosin De Palo,evento,bajo,Universidad,40.4269196,-3.7077365
Kruder & Dorfmeister,evento,medio,No encontrado,,
Albert Pla and The Surprise Band,evento,medio,No encontrado,,
Bestia Bebé,evento,bajo,Sol,40.4189626,-3.7015174
Destripando la Historia - Loki Tour,evento,medio,Goya,40.423930600000006,-3.6742277376233554
Grande Amore,evento,bajo,Sol,40.4189626,-3.7015174
Theo Lawrence & The Possums,evento,bajo,Sol,40.4189626,-3.7015174
Ricardo Moya,evento,bajo,Sol,40.4189626,-3.7015174
Morgan - The River Tour,evento,medio,No encontrado,,
Sex Museum,evento,bajo,Sol,40.4189626,-3.7015174
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,bajo,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,bajo,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,bajo,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,bajo,No encontrado,,
DAVID GUAPO #QUENONOSFRUNJANLAFIESTA,evento,,No encontrado,,
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
Museo+Tour,evento,bajo,Canillejas,40.4473145,-3.6054987
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,alto,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
"Aladdín, el musical",evento,medio,Palacio,40.4232626,-3.7103414
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
El sentido del humor,evento,medio,No encontrado,,
Queralt Lahoz,evento,bajo,Acacias,40.4039493,-3.700223878354424
Queralt Lahoz,evento,bajo,Acacias,40.4039493,-3.700223878354424
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - Los dioses y Dios,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo – El Lazarillo de Tormes,evento,bajo,Cortes,40.41762175,-3.698969291763469
El Brujo – El Lazarillo de Tormes,evento,bajo,Cortes,40.41762175,-3.698969291763469
El Brujo – El Lazarillo de Tormes,evento,bajo,Cortes,40.41762175,-3.698969291763469
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
El Brujo - El Viaje del Monstruo Fiero,evento,bajo,Cortes,40.4181727,-3.6963263
